timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-21T09:20:03,Tucano,dabe2b12-0764-45b5-9a81-fec52751c639,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29980.13960125204,11.02719078348244,0.0003678165255448,112.5,358.584338236196,1462.5000000000002,0.936878226816976,15.84202643027777,12.167652065526216,28.94655672262092,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-21T17:39:43,Tucano,dabe2b12-0764-45b5-9a81-fec52751c639,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,59960.45943493024,22.042939356435447,0.0003676245906747,112.5,359.6543352096476,1462.5000000000002,1.8737621076733049,31.654010996244097,24.33530435095951,57.863077454877136,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-23T01:36:31,Tucano,4cedd5a2-b650-4675-bd47-a22b2d9545b6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29983.893119153567,11.07338471114255,0.0003693111053704,112.5,374.4959716337292,1462.5000000000002,0.936995449980808,15.961690992120367,12.169130098501368,29.06781654060257,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-23T09:55:55,Tucano,4cedd5a2-b650-4675-bd47-a22b2d9545b6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,59948.57616575621,22.147217050263645,0.0003694369152159,112.5,368.5874585663644,1462.5000000000002,1.8733905824410035,31.933018329449823,24.330399200101944,58.13680811199277,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-23T09:56:04,Tucano,4cedd5a2-b650-4675-bd47-a22b2d9545b6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,59957.44387740828,22.150447441440487,0.0003694361535279,112.5,1985.359379135357,1462.5000000000002,1.873667664402776,31.93763099036218,24.33398928706596,58.14528794183092,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-23T21:28:06,Tucano,90e7a05c-67ce-444c-a47c-2039fea175c7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29879.923451346345,11.018378647591796,0.0003687552501777,112.5,354.7348145845573,1462.5000000000002,0.933746263340465,15.862784717439864,12.126893740552523,28.92342472133297,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-23T21:28:15,Tucano,90e7a05c-67ce-444c-a47c-2039fea175c7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29888.78638637904,11.021603814002374,0.0003687538085863,112.5,1892.9141189274749,1462.5000000000002,0.9340232787920396,15.867382131395516,12.13048542588628,28.93189083607396,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-24T02:37:01,Tucano,9fcadb1c-177c-4aee-a284-28490c79c5cf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,68.57506841886789,0.0147755097499685,0.0002154647467461,112.5,1616.1290367304298,1462.5000000000002,0.0021429660446592,0.0088206912232635,0.0278222982379666,0.0387859555058894,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-26T00:48:07,Tucano,d0d1eb12-d401-4225-81d4-6c22a09be81c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,29934.657460763,11.028603427197604,0.0003684225697806,112.5,361.82336694673626,1462.5000000000002,0.9354568130799072,15.865442329288127,12.14936579318146,28.95026493554956,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
2024-09-26T09:06:09,Tucano,d0d1eb12-d401-4225-81d4-6c22a09be81c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,59816.666847359,22.05643333091962,0.0003687339080126,112.5,363.91518698371146,1462.5000000000002,1.8692684126127848,31.752077964419858,24.27715298225215,57.898499359285,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,512,AMD EPYC 7713 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,7.0932,50.7263,3900,machine,N,1.0
