timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,n_nodes
2024-09-30T07:04:42,Tucano-sft,354e308a-920a-4f70-903f-1ec02bb535ef,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,36612.863234638,10.13847230867952,0.0002769101188209696,112.5,2131.3615768643012,365.62500000000006,1.144150400307572,21.761199203945356,3.7083065413816914,26.613656145634646,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.1,256,AMD EPYC 7713 64-Core Processor,8,8 x NVIDIA A40,7.0932,50.7263,975,machine,N,1.0,2
2024-11-08T17:36:35,Tucano-dpo,fa6b7e78-e5d0-45e3-9855-f2be2d9f0d71,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6364.964171009138,1.612778411754893,0.000253383737665124,112.5,748.4520727803413,188.89137554168704,0.1989048316897971,3.701681019953554,0.3329839390244344,4.233569790667786,Germany,DEU,north rhine-westphalia,,,Linux-5.14.0-284.30.1.el9_2.x86_64-x86_64-with-glibc2.34,3.11.3,2.7.2,128,AMD EPYC 7713 64-Core Processor,8,8 x NVIDIA A40,7.1178,50.7246,503.71033477783203,machine,N,1.0,1
