batch-16-acum-1,batch-16-acum-2,batch-4-acum-1,batch-32-acum-1,batch-4-acum-4,batch-8-acum-1,batch-2-acum-1,batch-2-acum-8
2.835556,3.284853,3.055101,2.709572,3.586433,2.967255,3.552088,3.590412
2.820399,3.297481,3.089465,2.702569,3.573604,2.839474,3.161618,3.575881
2.808298,3.304954,3.077759,2.720738,3.575652,2.861867,3.233455,3.581927
2.77508,3.280512,3.080914,2.698278,3.538061,2.926678,3.443729,3.544122
2.871654,3.360661,3.056188,2.782064,3.643309,2.953507,3.285187,3.646976
2.813272,3.286594,3.009834,2.707325,3.596889,2.904116,3.291108,3.609283
2.802309,3.294881,3.103232,2.702819,3.560649,2.914719,3.397171,3.562093
2.796546,3.316324,3.107519,2.741895,3.546135,2.846367,3.235472,3.549433
2.72839,3.28536,3.101648,2.705573,3.508179,2.891795,3.257032,3.503614
2.763495,3.3332,3.227462,2.7472,3.521883,2.936509,3.344865,3.52279
2.76267,3.267133,3.085001,2.68892,3.507771,2.966091,3.336477,3.511253
2.729666,3.29002,2.958164,2.70595,3.492428,2.95072,3.272026,3.496233
2.860868,3.251834,3.13066,2.682973,3.610796,3.019054,3.267804,3.614723
2.871417,3.297713,3.062913,2.713265,3.627485,2.983657,3.527516,3.630915
2.762249,3.306999,3.026044,2.742936,3.502619,2.967623,3.18714,3.507185
2.799109,3.321981,3.0559,2.753227,3.561853,3.001013,3.119622,3.564725
2.74983,3.311498,3.111097,2.727582,3.520327,2.927036,3.305446,3.525849
2.810622,3.29825,3.046253,2.724432,3.572685,3.049788,3.329528,3.575571
2.799036,3.307399,3.087432,2.741743,3.579229,2.907763,3.372505,3.581178
2.750983,3.314413,3.04546,2.737338,3.520229,2.988777,3.424196,3.52508
2.783134,3.282887,3.121136,2.71281,3.561603,2.870038,3.398913,3.562307
2.732192,3.231767,3.070817,2.660623,3.518661,3.00023,3.210876,3.52212
2.803379,3.278107,3.149803,2.707625,3.56558,3.009846,3.277098,3.569444
2.800194,3.291329,3.108411,2.717887,3.586051,2.985774,3.483989,3.587025
2.737425,3.252394,3.146823,2.683416,3.505774,2.863947,3.194525,3.51152
2.800929,3.305804,3.165663,2.724431,3.543743,2.888565,3.277993,3.54857
2.729607,3.24284,3.117832,2.652058,3.490161,2.990967,3.291126,3.495865
2.788317,3.306218,3.044597,2.717284,3.54373,2.90896,3.260226,3.544045
2.808141,3.24524,3.100561,2.664865,3.550313,3.024558,3.265017,3.553673
2.840434,3.235666,3.167863,2.663562,3.610328,2.978934,3.438572,3.616613
2.824682,3.271142,3.009848,2.698421,3.57778,2.984556,3.181981,3.585404
2.832797,3.311258,3.106562,2.725956,3.585262,2.841808,3.371763,3.590014
2.841316,3.317617,3.126363,2.74903,3.589676,2.888477,3.251449,3.592875
2.756327,3.304463,3.113312,2.733957,3.534728,2.957084,3.312512,3.535808
2.760102,3.239576,3.063645,2.669119,3.514234,2.893983,3.305138,3.516482
2.777848,3.29135,3.107214,2.712816,3.534739,2.933911,3.278075,3.552232
2.795081,3.291399,3.086547,2.710907,3.558898,2.94729,3.389273,3.564676
2.842562,3.281367,3.212331,2.700207,3.62482,2.88583,3.231489,3.628294
2.789788,3.299874,3.033124,2.713278,3.551724,2.828882,3.274438,3.548145
2.780668,3.290372,3.028449,2.713924,3.537766,2.954722,3.232828,3.537354
2.707762,3.315538,3.152013,2.735308,3.44663,2.94978,3.112438,3.453356
2.72092,3.286925,3.150218,2.702853,3.486752,2.94733,3.293601,3.489822
2.842479,3.272687,2.996163,2.695826,3.603152,2.891395,3.253784,3.608804
2.794326,3.241812,2.99999,2.670252,3.576235,3.00101,3.249062,3.580716
2.817913,3.329275,3.109597,2.760289,3.591705,2.973844,3.25119,3.600823
2.812467,3.234142,3.139236,2.663208,3.5742,2.916936,3.155289,3.577115
2.78242,3.289476,3.035935,2.71038,3.553883,2.903214,3.248261,3.560256
2.734792,3.254701,3.048919,2.669214,3.501505,2.908909,3.27654,3.504838
2.689203,3.296246,3.081909,2.718328,3.451439,2.990287,3.292903,3.452834
2.785486,3.338878,3.163689,2.756965,3.546986,2.823235,3.194286,3.54763
2.753491,3.312811,3.060485,2.743016,3.515252,2.992294,3.168575,3.518304
2.775692,3.260062,3.165778,2.687111,3.552172,2.920795,3.34531,3.555319
2.711294,3.329863,3.189737,2.736597,3.451861,2.896903,3.169697,3.453825
2.777044,3.282382,3.053328,2.708363,3.546744,2.855662,3.344626,3.555131
2.724035,3.315372,3.057911,2.733166,3.497679,3.004422,3.210505,3.498925
2.827659,3.278473,3.018136,2.708889,3.585912,2.908456,3.448551,3.587223
2.801498,3.279039,3.185684,2.712067,3.564621,2.998313,3.349298,3.565417
2.722959,3.250165,3.110487,2.65754,3.465312,2.926428,3.254494,3.469254
2.819105,3.271263,3.061076,2.697306,3.59915,2.968657,3.271824,3.603919
2.839581,3.339839,3.09499,2.758894,3.613235,2.948725,3.217099,3.61497
2.829773,3.25523,3.093052,2.681814,3.56382,2.901393,3.280149,3.573377
2.848713,3.276622,2.851563,2.693885,3.604587,2.900885,3.452893,3.607329
2.758822,3.299356,2.843867,2.703809,3.521704,2.785988,3.351932,3.526573
2.793303,3.24282,3.087485,2.668087,3.574712,2.929141,3.26253,3.574217
2.784763,3.318667,2.976977,2.746627,3.539288,2.851798,3.219644,3.54079
2.864456,3.269001,3.129121,2.686889,3.619045,2.917265,3.417011,3.623496
2.749834,3.326329,3.089074,2.736998,3.505811,2.983236,3.165586,3.509352
2.796611,3.290633,3.042094,2.706144,3.559276,2.936797,3.139966,3.557801
2.734314,3.320784,3.061889,2.74603,3.486653,2.904732,3.392762,3.484805
2.73627,3.270413,2.973945,2.691432,3.497599,2.912761,3.267082,3.50287
2.760618,3.316909,3.011357,2.719556,3.524545,2.906292,3.27829,3.525898
2.811069,3.236203,3.002576,2.666324,3.567719,2.912835,3.317504,3.571037
2.799259,3.230721,2.872621,2.653058,3.549479,2.886441,3.224006,3.550166
2.732339,3.342859,2.960433,2.763731,3.491865,2.968681,3.256167,3.493577
2.770103,3.262221,3.208254,2.676465,3.540027,2.935687,3.361848,3.541087
2.791488,3.284275,3.047973,2.690862,3.556098,2.87156,3.131218,3.554495
2.739101,3.335067,3.06555,2.755089,3.510841,2.93209,3.104663,3.511841
2.843146,3.28953,2.948424,2.711295,3.594462,2.935097,3.111589,3.596017
2.737509,3.307095,3.143393,2.7333,3.526982,2.941222,3.091836,3.529888
2.74664,3.30333,3.049394,2.726404,3.502858,2.932661,3.090582,3.502792
2.796725,3.343815,3.038503,2.761676,3.536145,2.950145,3.397582,3.539145
2.787695,3.328742,3.026591,2.753157,3.553621,2.995281,3.257345,3.556469
2.798615,3.266386,3.150988,2.681078,3.55943,2.933704,3.245399,3.558811
2.714378,3.248943,3.156048,2.662274,3.46321,2.999128,3.2518,3.460674
2.796889,3.302991,3.118266,2.723519,3.541267,2.982135,2.951075,3.544557
2.792117,3.271559,3.134847,2.690803,3.543413,2.919905,3.328387,3.542682
2.7538,3.22744,3.082706,2.65398,3.518499,2.918975,3.202264,3.518934
2.792031,3.218632,3.155416,2.645043,3.56144,2.963424,3.277029,3.567733
2.747289,3.303388,3.012322,2.722769,3.497071,2.932817,3.136945,3.49963
2.880276,3.25607,3.050904,2.680838,3.630186,2.959718,3.288016,3.631966
2.786682,3.254867,3.158525,2.676816,3.56455,2.950947,3.108558,3.568099
2.751534,3.255798,3.033385,2.691575,3.505139,2.962132,3.227184,3.509823
2.755831,3.326171,3.046312,2.753531,3.513009,2.917608,3.133388,3.512113
2.850756,3.27845,3.043107,2.694735,3.631218,2.936464,3.241133,3.634277
2.790761,3.266055,3.220752,2.702089,3.566221,2.841256,3.370873,3.567848
2.807549,3.287983,3.095178,2.730275,3.557489,3.000324,3.301509,3.560253
2.792855,3.288122,3.129119,2.704533,3.537329,2.9646,3.258032,3.539854
2.678167,3.296923,3.071553,2.721004,3.44358,2.983317,3.356575,3.442066
2.832912,3.358375,2.828309,2.788163,3.619893,2.887177,3.366935,3.621057
2.70659,3.291832,3.121994,2.716541,3.467657,2.946764,3.312272,3.471208
2.770913,3.291502,3.155298,2.707376,3.520049,2.837236,3.261316,3.521393
2.767716,3.292297,3.106842,2.715003,3.541402,3.05233,3.313362,3.543032
2.793815,3.319739,3.044878,2.743006,3.573811,2.860134,3.248144,3.573692
2.785165,3.279272,2.977212,2.709051,3.544731,2.844363,3.31256,3.546521
2.780694,3.329105,3.137088,2.756265,3.524884,2.861658,3.364891,3.523807
2.743325,3.332356,2.963171,2.749203,3.505059,3.052459,3.364276,3.508466
2.767331,3.303214,2.994992,2.730405,3.513658,2.972877,3.298344,3.516057
2.720836,3.324939,3.183294,2.737865,3.49151,2.944923,3.228812,3.49014
2.745391,3.27425,3.034281,2.691573,3.522867,2.93251,3.20497,3.523038
2.850858,3.265982,3.009286,2.673221,3.605339,2.95666,3.298558,3.606248
2.746391,3.310977,3.056418,2.741653,3.528227,2.843027,3.355471,3.532495
2.837367,3.302074,3.164464,2.727956,3.592548,2.967017,3.269912,3.592624
2.819046,3.315221,3.135098,2.736707,3.568107,2.934921,3.406162,3.57304
2.758605,3.239911,3.133524,2.658652,3.534804,2.946303,3.372182,3.537956
2.84613,3.31662,3.013151,2.740494,3.595078,2.946556,3.153476,3.600793
2.831686,3.296976,2.910034,2.725924,3.59112,2.999218,3.282266,3.592049
2.805331,3.260725,3.061155,2.678399,3.551418,2.928729,3.333774,3.549346
2.787123,3.310362,3.045482,2.735602,3.532225,2.948247,3.230061,3.534052
2.824484,3.273854,3.090164,2.706253,3.577604,2.899093,3.18968,3.578386
2.731076,3.249417,3.007065,2.684767,3.493522,2.917215,3.218314,3.500148
2.82523,3.293105,3.066612,2.714063,3.589774,2.946118,3.299299,3.592987
2.728849,3.293431,3.139706,2.715611,3.506668,2.90366,3.210333,3.507364
2.781646,3.243757,3.140922,2.672656,3.556901,2.901193,3.345943,3.558803
2.85954,3.260229,3.184062,2.692052,3.605608,3.027505,3.159303,3.60837
2.752257,3.335095,3.170373,2.749928,3.505266,2.885921,3.347598,3.508118
2.70772,3.271925,2.988397,2.690903,3.477356,2.850887,3.447625,3.477041
2.819466,3.341848,3.223083,2.770983,3.574221,2.822598,3.385423,3.580595
2.828156,3.293206,3.066253,2.717646,3.586955,3.077477,3.286558,3.584504
2.785501,3.299402,3.082518,2.719502,3.531751,3.040035,3.18174,3.537011
2.8479,3.264881,3.075906,2.695438,3.605062,2.934669,3.30323,3.609221
2.6989,3.207065,3.094262,2.627898,3.447482,3.002636,3.204613,3.451553
2.767399,3.296363,2.999344,2.715373,3.519808,2.936838,3.083338,3.523714
2.802859,3.289073,2.992659,2.717697,3.571858,2.993372,3.351466,3.567381
2.823799,3.341245,3.127789,2.74941,3.59133,2.942297,3.160276,3.594405
2.879186,3.315852,3.068225,2.739016,3.639963,2.92668,3.25535,3.647944
2.75069,3.262593,3.144426,2.692122,3.49415,2.994092,3.196951,3.490183
2.802185,3.274732,3.093684,2.691073,3.560161,2.903059,3.203791,3.562285
2.861798,3.290197,2.9412,2.718192,3.605533,2.872097,3.191371,3.605413
2.836647,3.275664,2.999475,2.702741,3.590243,2.904311,3.190446,3.596794
2.858292,3.314576,3.107611,2.7313,3.613733,2.960423,3.338817,3.612686
2.752168,3.305413,3.123048,2.723029,3.515061,2.966397,3.230475,3.511358
2.734401,3.298215,3.173949,2.716941,3.482962,2.947377,3.16166,3.486894
2.761595,3.234391,3.081493,2.656445,3.509951,2.917042,3.250889,3.51106
2.730079,3.316192,3.128448,2.740174,3.480263,2.977487,3.286985,3.484518
2.791458,3.234853,3.143892,2.660759,3.541527,2.944445,3.010911,3.542294
2.844452,3.267761,3.030527,2.689868,3.611887,3.070409,3.367888,3.613831
2.794231,3.300413,3.193547,2.736775,3.559991,2.873776,3.140151,3.562557
2.80747,3.329263,3.185617,2.752077,3.554908,2.877229,3.293265,3.558425
2.792241,3.25913,3.140491,2.675468,3.567861,2.84463,3.284194,3.569938
2.784145,3.249508,3.066875,2.679063,3.558974,2.980132,3.209275,3.559853
2.752372,3.273652,3.026667,2.68659,3.487224,2.877579,3.442442,3.489578
2.767998,3.238595,3.035046,2.666836,3.546684,2.999055,3.227063,3.551579
2.744371,3.330184,3.142937,2.743239,3.492994,2.980781,3.346402,3.493847
2.831348,3.25464,3.084398,2.686172,3.580271,2.920713,3.44306,3.582481
2.77851,3.310509,2.980778,2.738244,3.514047,2.863546,3.275549,3.515525
2.803961,3.253139,3.164583,2.675529,3.568506,2.899434,3.339053,3.575128
2.846239,3.267767,3.138734,2.686103,3.59664,2.993364,3.003783,3.600238
2.814914,3.25279,3.017936,2.676926,3.582651,2.909035,3.266851,3.583733
2.818118,3.320296,3.104094,2.744495,3.573924,2.888656,3.254333,3.580907
2.790144,3.311529,3.096858,2.734992,3.54583,2.998444,3.155357,3.551702
2.808145,3.273538,3.10425,2.707392,3.55354,2.909679,3.175521,3.55448
2.767743,3.287973,2.994837,2.712407,3.533057,2.961739,3.299091,3.535223
2.811667,3.250364,3.080228,2.67302,3.576891,2.910736,3.351142,3.578826
2.792931,3.298897,3.057737,2.722555,3.525843,2.921133,3.27504,3.526494
2.798424,3.339903,3.035607,2.755445,3.564332,2.875577,3.346321,3.568626
2.852289,3.256409,3.098442,2.68499,3.609779,2.92909,3.244595,3.614112
2.842653,3.270845,3.083179,2.701084,3.598818,2.927614,3.209166,3.600103
2.832434,3.297531,3.109546,2.726263,3.611179,2.874033,3.387094,3.614285
2.784419,3.217673,3.188766,2.642841,3.555317,2.858074,3.355269,3.557594
2.838976,3.284171,3.119968,2.712245,3.597816,2.90569,3.20493,3.600477
2.813445,3.265984,3.193116,2.704167,3.558036,2.911983,3.201903,3.560879
2.851267,3.310547,3.111915,2.733706,3.597431,3.028303,3.198865,3.597982
2.823844,3.287926,3.169874,2.71137,3.587146,2.942347,3.242073,3.59018
2.81944,3.244154,3.145494,2.673953,3.564292,2.918694,3.245824,3.565864
2.794307,3.314589,3.240838,2.74606,3.531426,3.05251,3.264287,3.532102
2.801743,3.278076,3.118413,2.695194,3.544784,3.031283,3.276006,3.549029
2.764983,3.294146,3.125473,2.724946,3.528084,2.950204,3.282584,3.532277
2.788378,3.320463,3.179924,2.738814,3.541964,2.971188,3.243106,3.544325
2.801599,3.254069,3.100219,2.681669,3.559962,2.929567,3.084471,3.565075
2.783828,3.313819,3.088928,2.729814,3.539553,3.067247,3.123784,3.541111
2.712551,3.318377,2.918847,2.729091,3.467153,2.957977,3.281368,3.471712
2.738582,3.237528,3.079291,2.665035,3.510132,2.944451,3.305707,3.513869
2.809452,3.272455,3.062061,2.687801,3.576409,2.91014,3.258623,3.577391
2.851666,3.252118,2.986269,2.673611,3.602714,2.945643,3.215464,3.60642
2.820397,3.280749,3.086472,2.691253,3.565031,2.935281,3.42598,3.569547
2.872494,3.250542,3.063349,2.677293,3.617867,2.958661,3.216165,3.622339
2.801901,3.319111,3.048822,2.735672,3.552042,2.866832,3.111181,3.556055
2.756109,3.324644,2.952215,2.746506,3.50897,2.902087,3.320554,3.513268
2.764869,3.283565,3.101419,2.712381,3.524755,2.912933,3.296405,3.529266
2.771399,3.247465,2.985084,2.670044,3.517961,2.905501,3.177153,3.519796
2.772668,3.329674,3.171918,2.75749,3.511733,2.87236,3.240414,3.516509
2.760855,3.312958,3.079035,2.733807,3.518627,2.940379,3.309413,3.524467
2.775303,3.262442,3.206386,2.689193,3.521801,2.967806,3.300941,3.526144
2.831274,3.309208,3.097205,2.730976,3.59131,2.760715,3.26078,3.595408
2.793381,3.30634,3.083214,2.749177,3.544379,2.951569,3.302415,3.548478
2.762444,3.305195,3.119644,2.73225,3.520786,2.978999,3.173433,3.524147
2.780641,3.280799,3.197851,2.711954,3.55118,3.01932,3.173559,3.555954
2.804216,3.287284,3.111567,2.714076,3.564141,2.923831,3.240211,3.56614
2.725964,3.289256,3.104059,2.711797,3.486369,2.996511,3.388097,3.491096
2.768043,3.250378,3.132764,2.676541,3.536961,2.918314,3.537508,3.540137
2.776244,3.327056,3.104057,2.752724,3.511133,2.866632,3.17959,3.516663
2.75874,3.297082,3.149165,2.727834,3.51869,2.909934,3.340503,3.519333
2.819966,3.313135,3.049191,2.731666,3.572556,2.794319,3.226758,3.574192
2.839001,3.312831,3.065703,2.735831,3.598827,2.985227,3.25584,3.602902
2.75987,3.26982,2.970434,2.675564,3.523752,2.993079,3.336266,3.526314
2.786466,3.301233,3.003315,2.725112,3.542313,2.963696,3.305159,3.54398
2.757571,3.370475,2.989473,2.784992,3.503312,2.99915,3.170008,3.512183
2.864965,3.30781,3.094975,2.73875,3.619698,2.827132,3.15981,3.621317
2.840152,3.295701,3.106888,2.732933,3.588581,2.97686,3.427288,3.591432
2.79217,3.288896,3.052143,2.717038,3.546874,2.98126,3.219567,3.549433
2.80543,3.325398,3.060485,2.751438,3.569971,2.907825,3.387694,3.57306
2.759807,3.314816,3.070804,2.727614,3.524695,2.949296,3.441969,3.52739
2.75389,3.289652,3.050991,2.717518,3.509161,2.93279,3.391677,3.512373
2.781307,3.271652,3.178444,2.686697,3.530191,2.832941,3.264304,3.531981
2.808493,3.273493,3.05624,2.696463,3.570558,2.955754,3.364166,3.571397
2.807373,3.293143,3.193985,2.719101,3.561166,2.900406,3.122324,3.565877
2.80102,3.312218,3.206654,2.738927,3.557602,3.009274,3.309537,3.561424
2.788052,3.275394,3.077068,2.701209,3.558037,3.02013,3.352995,3.557972
2.722075,3.234176,3.020061,2.664343,3.480636,2.847727,3.221895,3.483836
2.911008,3.327031,3.171172,2.74834,3.653302,2.905665,3.27607,3.659355
2.802851,3.257249,3.022787,2.685813,3.547365,2.872479,3.455604,3.551058
2.794227,3.28589,3.142712,2.710079,3.554996,2.942918,3.378793,3.560513
2.79317,3.331334,3.116303,2.747685,3.542815,2.920869,3.298897,3.544872
2.869789,3.27153,3.037638,2.703912,3.619698,2.959678,3.193294,3.620541
2.813145,3.272477,3.044626,2.692129,3.576244,2.886604,3.492403,3.578612
2.791043,3.298243,3.069281,2.713979,3.555329,2.968219,3.393877,3.558009
2.73257,3.234735,3.15361,2.652143,3.484321,2.995424,3.130986,3.487345
2.812753,3.313894,3.014779,2.724717,3.559969,2.960618,3.243409,3.563536
2.730544,3.279085,3.321857,2.706189,3.498186,2.868705,3.129742,3.49891
2.887331,3.270921,3.171325,2.687895,3.630718,2.840595,3.304856,3.63301
2.803329,3.285073,3.075784,2.705406,3.554523,2.938228,3.225144,3.558062
2.801706,3.272266,3.029395,2.709689,3.545166,2.908534,3.276891,3.550496
2.825309,3.259242,3.039697,2.682856,3.560179,2.825342,3.187987,3.560866
2.76284,3.266665,3.044987,2.695348,3.512064,2.899719,3.252345,3.514851
2.808377,3.306176,3.138651,2.735175,3.56763,2.853279,3.444815,3.570576
2.850019,3.274776,3.249162,2.695721,3.601477,2.866677,3.293259,3.601045
2.770843,3.319444,2.992501,2.744586,3.536321,2.901194,3.161623,3.539826
2.790143,3.28376,3.133782,2.708717,3.57019,2.989555,3.390587,3.573206
2.754111,3.29258,2.995682,2.714606,3.505261,2.990533,3.351886,3.5061
2.79597,3.286548,3.060953,2.707257,3.546618,2.838736,3.055769,3.551491
2.780909,3.27395,3.014266,2.695889,3.538099,2.945498,3.347431,3.549659
2.796083,3.273008,3.17111,2.697202,3.533144,2.804615,3.325387,3.534076
2.752934,3.304671,3.066862,2.735268,3.523406,3.016247,3.303839,3.52541
2.71063,3.242268,3.130918,2.675089,3.472245,2.921172,3.178537,3.477989
2.833068,3.325123,3.051166,2.749817,3.590932,2.903991,3.314698,3.59262
2.756657,3.284641,3.095708,2.710457,3.542455,2.950956,3.24313,3.54322
2.806488,3.358905,3.099804,2.779156,3.569405,2.892421,3.264206,3.572384
2.834143,3.275027,3.080378,2.682245,3.576447,2.903369,3.192381,3.578881
2.789412,3.278496,3.011321,2.703013,3.537386,2.875972,3.074653,3.537138
2.777719,3.265294,3.201189,2.701309,3.535312,2.995848,3.221694,3.536017
2.813334,3.308684,3.078286,2.740809,3.567482,2.946458,3.114247,3.568942
2.769712,3.273045,2.971592,2.699504,3.517241,2.914595,3.255832,3.521535
2.79273,3.259358,3.186024,2.69338,3.550696,2.963408,3.431925,3.555199
2.827883,3.312025,3.140543,2.732023,3.575145,2.956514,3.299186,3.578326
2.80894,3.329515,3.08381,2.750618,3.559556,2.777834,3.352702,3.563643
2.776278,3.293263,3.128543,2.722704,3.541523,2.900413,3.376271,3.547623
2.74009,3.277536,3.173107,2.701631,3.495716,2.905363,3.363781,3.497779
2.799459,3.278932,3.085086,2.698763,3.554549,3.013361,3.231728,3.558889
2.819143,3.24783,3.136057,2.671146,3.55915,2.95723,3.122538,3.563914
2.801265,3.309988,3.089738,2.737955,3.557547,2.881578,3.277668,3.560627
2.763807,3.265102,3.177598,2.675547,3.535937,2.95718,3.505098,3.536467
2.781132,3.261324,3.046431,2.687438,3.568116,2.97726,3.181039,3.573528
2.743543,3.288626,3.077228,2.713994,3.507014,2.90454,3.493911,3.51133
2.819921,3.313603,3.080114,2.743142,3.566028,2.876073,3.260786,3.570302
2.80946,3.307445,3.050822,2.731387,3.572233,2.857333,3.347324,3.57512
2.77718,3.240024,3.103705,2.66297,3.530684,2.893625,3.36632,3.533576
2.734609,3.279006,3.043255,2.710294,3.518193,2.934754,3.319932,3.517366
2.751037,3.317755,2.995564,2.738031,3.511659,2.906798,3.246758,3.516037
2.759798,3.290308,3.062259,2.705493,3.50418,2.86349,3.223134,3.505932
2.774962,3.26602,3.089776,2.69066,3.532759,2.997995,3.453421,3.535166
2.770988,3.290133,3.268126,2.715744,3.530223,2.860871,3.341558,3.532485
2.788466,3.267446,2.980548,2.699734,3.526583,2.881583,3.326838,3.535526
2.771735,3.254358,2.928441,2.677252,3.532625,2.944898,3.322298,3.534624
2.759931,3.267516,3.116175,2.703762,3.515219,2.962409,3.265629,3.521183
2.757899,3.261491,3.202607,2.672823,3.526721,2.930022,3.141882,3.53041
2.787974,3.292862,3.124387,2.72501,3.534178,2.911156,3.266391,3.536509
2.762321,3.308551,2.960713,2.727575,3.528322,2.925436,3.094433,3.532924
2.810483,3.289186,2.99747,2.718835,3.576775,3.022723,3.302347,3.578023
2.770605,3.239985,2.950414,2.670173,3.5281,2.926551,3.278658,3.528734
2.700195,3.322459,3.072776,2.742139,3.463456,2.878438,3.344561,3.466904
2.77455,3.244022,3.19674,2.673349,3.534838,2.949093,3.280061,3.538144
2.846897,3.328341,3.079405,2.755748,3.597089,2.899516,3.145084,3.600239
2.82539,3.29688,3.311788,2.717978,3.577496,2.930539,3.440899,3.579932
2.829472,3.337139,3.045397,2.760546,3.593151,2.902291,3.403944,3.59586
2.791499,3.268023,3.087512,2.68511,3.546981,2.905933,3.28306,3.5469
2.810186,3.261296,3.081308,2.676013,3.545755,2.984098,3.246088,3.549707
2.826834,3.276893,3.048099,2.706424,3.573019,2.905474,3.356223,3.571404
2.752955,3.305314,3.164643,2.72189,3.501547,2.919615,3.317544,3.503823
2.741109,3.252577,3.099314,2.683914,3.491853,2.979753,3.386317,3.496726
2.740303,3.262098,3.0112,2.678493,3.490914,2.837497,3.282364,3.496242
2.815245,3.309804,3.054518,2.740248,3.579358,2.868948,3.339338,3.581295
2.759021,3.259541,3.080362,2.683788,3.521048,2.999125,3.066136,3.527503
2.798326,3.255748,3.215887,2.678158,3.547083,2.797285,3.32374,3.55226
2.769989,3.241942,3.071392,2.665149,3.49381,2.964485,3.181769,3.496018
2.764051,3.300893,3.049229,2.718232,3.512062,2.921628,3.254903,3.514314
2.738992,3.241411,3.004459,2.669986,3.492963,2.883763,3.108016,3.494314
2.827803,3.290112,2.994757,2.703022,3.588076,2.853555,3.318312,3.589879
2.792,3.32742,3.090054,2.758874,3.530414,2.923997,3.106546,3.533087
2.83901,3.267106,3.135357,2.699337,3.576374,2.942423,3.06035,3.580189
2.728351,3.249058,3.072709,2.672045,3.470407,2.926883,3.257693,3.475222
2.815842,3.268564,3.023955,2.691555,3.57169,2.862375,3.106878,3.572288
2.780374,3.290245,3.126856,2.71644,3.51687,2.95895,3.115398,3.519914
2.77258,3.278988,3.135607,2.698964,3.523573,2.92704,3.443636,3.524865
2.788334,3.320487,3.17567,2.749138,3.535175,2.964574,3.056081,3.536885
2.742773,3.250249,3.067147,2.677611,3.489681,2.91839,3.281735,3.494608
2.822455,3.267294,2.962378,2.68997,3.577557,2.970418,3.327521,3.580193
2.76281,3.303906,3.179719,2.728116,3.521633,2.906751,3.401476,3.52621
2.79931,3.275928,3.10121,2.703084,3.554227,2.878128,3.228456,3.560901
2.776301,3.333405,3.03223,2.759381,3.534786,2.97748,3.241224,3.533759
2.829804,3.299011,2.939404,2.722741,3.582268,2.806885,3.179838,3.585642
2.815091,3.272163,3.098638,2.703127,3.570655,2.939184,3.230099,3.573365
2.841856,3.253197,3.008835,2.687941,3.593693,2.874285,3.143071,3.596394
2.715628,3.262509,3.118039,2.689748,3.471007,2.814571,3.264295,3.476422
2.807896,3.272996,3.019687,2.689162,3.5551,2.938146,3.211804,3.560041
2.744047,3.248754,3.15776,2.677007,3.51479,2.941273,3.175319,3.517586
2.81101,3.270881,3.034215,2.694505,3.557995,2.855816,3.055976,3.561597
2.779855,3.326392,3.143875,2.74348,3.52281,2.947995,3.159621,3.521754
2.800285,3.267634,3.185024,2.690363,3.544639,2.892092,3.164579,3.546592
2.779017,3.297642,3.094261,2.718971,3.538489,2.98848,3.389102,3.541639
2.797741,3.303515,3.064379,2.730356,3.553177,2.821885,3.339631,3.560998
2.770672,3.246883,2.998759,2.670664,3.515799,2.955603,3.068909,3.520251
2.776897,3.271063,3.190783,2.703779,3.540485,2.825844,3.278616,3.54211
2.779456,3.280077,3.080285,2.713093,3.534645,2.895958,3.44046,3.535058
2.811352,3.260406,2.935538,2.683242,3.578453,2.896539,3.314088,3.582713
2.736467,3.287805,3.009846,2.720676,3.494409,2.863647,3.43128,3.497768
2.730778,3.287536,2.921702,2.714173,3.486174,2.988888,3.179548,3.488029
2.792476,3.328598,3.01876,2.764896,3.555552,2.866498,3.383353,3.556959
2.75415,3.282303,3.101254,2.71504,3.501312,2.844154,3.170425,3.506403
2.781149,3.241482,3.111789,2.683285,3.521089,2.941794,3.262908,3.520541
2.802518,3.273673,2.957561,2.69,3.572406,2.898107,3.13039,3.57492
2.789231,3.246338,3.064614,2.661427,3.567864,2.805478,3.25406,3.568069
2.729051,3.272357,3.09558,2.701567,3.503259,2.957628,3.210974,3.505904
2.756433,3.257517,3.231763,2.687186,3.509391,2.91407,3.207604,3.511775
2.865504,3.288553,3.020304,2.722248,3.638952,2.920835,3.391939,3.639973
2.776943,3.294977,3.113656,2.733272,3.518935,2.970735,3.196337,3.521772
2.801431,3.294491,3.112688,2.726027,3.562997,2.853464,3.339582,3.565408
2.745085,3.320856,3.030787,2.744785,3.513535,2.969559,3.180564,3.515195
2.748724,3.269365,3.057805,2.698996,3.490623,2.983231,3.166723,3.493125
2.8208,3.249488,2.99334,2.683305,3.587173,2.855033,3.396931,3.589241
2.763838,3.273826,3.096932,2.702499,3.503103,2.798555,3.263513,3.508563
2.80107,3.31271,2.933672,2.745922,3.541207,2.887355,3.085079,3.542393
2.798726,3.247333,3.04672,2.676911,3.550125,3.032252,3.132323,3.551219
2.818406,3.327594,3.035228,2.752995,3.576426,2.940601,2.937971,3.580482
2.815513,3.299617,3.16396,2.734673,3.57998,3.005304,3.074215,3.581674
2.751989,3.304156,3.11825,2.725562,3.504452,3.000819,3.395692,3.506334
2.807352,3.242667,3.017286,2.664412,3.556148,2.914135,3.174333,3.561711
2.830414,3.31692,3.095608,2.757601,3.565759,2.80772,3.181929,3.567851
2.807143,3.264324,2.947041,2.699743,3.553439,3.013063,3.447371,3.554786
