batch-16-acum-1,batch-16-acum-2,batch-4-acum-1,batch-32-acum-1,batch-4-acum-4,batch-8-acum-1,batch-2-acum-1,batch-2-acum-8
3.576534,4.401261,4.285972,3.60596,5.019261,3.788059,4.768276,5.057544
3.648498,4.41469,4.246118,3.603951,5.05619,3.871458,4.658357,5.093898
3.676976,4.381429,4.223844,3.551067,5.091158,3.960637,4.751782,5.126528
3.637441,4.37731,4.127254,3.549014,5.064235,3.90147,4.605868,5.107692
3.663942,4.444118,4.206695,3.630149,5.035867,3.91299,4.547586,5.070395
3.635189,4.418213,4.232577,3.601676,5.035286,3.961814,4.75996,5.073944
3.635396,4.362406,4.242844,3.54238,5.041969,3.925045,4.748137,5.078925
3.612005,4.353924,4.231442,3.519594,5.013227,3.844499,4.554997,5.048599
3.625768,4.42964,4.269813,3.600128,5.075497,3.935228,4.54424,5.108747
3.600607,4.388991,4.296166,3.551402,4.96101,3.879367,4.595032,4.998779
3.585255,4.389986,4.242952,3.56089,5.022166,3.837026,4.628819,5.047649
3.702706,4.405578,4.136957,3.569342,5.094839,3.909752,4.580316,5.12663
3.62713,4.365009,4.221633,3.538954,5.016451,3.801632,4.659117,5.051507
3.653677,4.403221,4.265594,3.585511,5.067197,3.916917,4.553303,5.101231
3.666126,4.376539,4.145484,3.542016,5.043082,3.915584,4.623829,5.07927
3.639106,4.37513,4.22597,3.541351,4.973452,3.899967,4.373535,5.005004
3.656342,4.379934,4.140112,3.559469,5.025873,3.725258,4.564547,5.06337
3.618478,4.426791,4.313428,3.594827,5.008416,3.88241,4.582602,5.043644
3.65707,4.381423,4.171803,3.532571,5.048438,3.928726,4.562566,5.080728
3.663311,4.353154,4.147838,3.533648,5.01671,3.837365,4.584291,5.057267
3.585223,4.380781,4.020156,3.553608,5.027309,3.830831,4.537395,5.067055
3.671552,4.38161,4.157302,3.531322,5.055037,3.862233,4.573113,5.091482
3.551811,4.388973,4.087649,3.535647,4.998878,3.908694,4.586811,5.039151
3.610558,4.33855,4.101233,3.489599,4.987854,3.87045,4.709419,5.023349
3.650296,4.311604,4.205282,3.468108,5.052858,3.825467,4.555276,5.089675
3.606116,4.349505,4.141024,3.504981,4.983507,3.847807,4.48367,5.019032
3.649154,4.367092,4.219081,3.515409,5.015912,3.869271,4.597976,5.050268
3.631698,4.396288,4.130904,3.549849,5.000663,3.896533,4.555692,5.036547
3.590497,4.350906,4.089007,3.528356,4.960411,3.921743,4.549196,5.001141
3.633592,4.379721,4.372323,3.527676,5.041833,3.939334,4.357259,5.075583
3.63036,4.386758,4.176511,3.552173,5.01736,3.906686,4.522543,5.052785
3.600786,4.388841,4.191819,3.542361,4.975219,3.893948,4.585038,5.002456
3.646282,4.408403,4.179054,3.613661,4.996745,3.930917,4.591245,5.032964
3.627293,4.394954,4.156908,3.598421,5.036695,3.840944,4.597095,5.070692
3.688402,4.336782,4.231452,3.535582,5.053739,3.818942,4.58836,5.090327
3.590409,4.345443,4.226839,3.534376,4.989791,3.919908,4.547,5.024212
3.640328,4.367203,4.032789,3.557232,5.04662,3.782449,4.318491,5.081068
3.568023,4.37908,4.08657,3.563453,4.98037,3.819365,4.58352,5.023425
3.560791,4.346291,3.936597,3.509301,4.988596,3.808409,4.512427,5.031223
3.512557,4.349376,4.098066,3.545667,4.950894,3.821763,4.537287,4.994857
3.561708,4.406698,4.152815,3.594016,4.988397,3.856906,4.533618,5.032442
3.573527,4.345821,4.075576,3.530257,4.95362,3.815061,4.441891,4.9937
3.641166,4.366308,4.19706,3.55283,5.041853,3.844748,4.337994,5.078833
3.577275,4.334849,4.152301,3.491887,4.976059,3.860276,4.58337,5.01137
3.574268,4.359359,4.174283,3.51902,4.976737,3.893614,4.503727,5.021835
3.56468,4.292191,4.146003,3.45625,4.952905,3.838939,4.595697,4.995038
3.634198,4.335583,4.064975,3.499796,5.00998,3.840795,4.612865,5.045382
3.572364,4.367776,4.038036,3.524614,4.976378,3.885975,4.235264,5.010657
3.557784,4.351994,4.293615,3.518963,4.98119,3.928692,4.491251,5.020665
3.571143,4.370535,4.027431,3.537242,4.984049,3.950866,4.477413,5.017504
3.548717,4.342361,4.141293,3.517787,4.991696,3.784748,4.652838,5.028957
3.548459,4.34685,4.0781,3.518409,4.948144,3.907929,4.5057,4.987072
3.653819,4.304073,4.057817,3.470373,5.035133,3.937357,4.507704,5.073149
3.629994,4.306231,4.157501,3.470692,5.021096,3.801661,4.471226,5.055583
3.483027,4.293115,4.139584,3.447521,4.923545,3.789366,4.477336,4.962656
3.651476,4.3563,4.057392,3.512888,5.04234,3.887442,4.428061,5.078813
3.559207,4.372459,4.177045,3.538623,4.975454,3.913557,4.3438,5.016878
3.520694,4.317888,4.165754,3.499101,4.913493,3.798111,4.439836,4.947028
3.540631,4.3049,4.109901,3.460952,4.985284,3.800333,4.29761,5.026395
3.516513,4.330153,4.267013,3.504842,4.934677,3.860364,4.463703,4.972353
3.562501,4.333175,4.135779,3.503653,4.995656,3.791437,4.523721,5.034525
3.521001,4.335165,4.100496,3.515971,4.937407,3.843091,4.568237,4.975088
3.560986,4.309209,4.021967,3.496089,4.954754,3.851007,4.514932,4.991845
3.547787,4.310019,4.178771,3.479071,4.920891,3.851264,4.412005,4.970027
3.62249,4.351309,4.103131,3.543917,4.969914,3.865994,4.639093,5.004177
3.588036,4.312528,4.034524,3.484926,4.966704,3.693262,4.423197,5.000666
3.518922,4.299282,4.212469,3.465746,4.913905,3.836025,4.63473,4.953411
3.599604,4.356489,4.117994,3.530354,5.014647,3.735369,4.681702,5.05958
3.548118,4.315052,4.205999,3.488881,4.985483,3.836558,4.412786,5.025777
3.513758,4.267523,4.171091,3.455637,4.926702,3.827119,4.406463,4.969221
3.603138,4.323056,4.215906,3.537802,5.002313,3.748159,4.502285,5.041089
3.563605,4.312251,4.082896,3.514923,4.940088,3.75787,4.536322,4.98289
3.55804,4.279489,4.154003,3.464079,4.976936,3.78327,4.44145,5.019898
3.527449,4.283829,4.134134,3.494582,4.933615,3.821943,4.491946,4.965338
3.527334,4.302853,3.988063,3.482663,4.938587,3.868504,4.604539,4.982122
3.629947,4.269874,4.102568,3.451087,5.016291,3.849016,4.540248,5.049569
3.611419,4.266758,4.045352,3.44847,4.983917,3.834599,4.438645,5.02151
3.579425,4.294803,4.141096,3.455103,4.979571,3.795255,4.606745,5.014983
3.505116,4.301264,4.048949,3.477884,4.862058,3.789102,4.38432,4.8969
3.536211,4.259559,4.137926,3.444354,4.92301,3.878328,4.398594,4.957697
3.54235,4.313888,3.93637,3.465707,4.932603,3.768256,4.408862,4.967336
3.552691,4.299542,4.144646,3.463626,4.963081,3.733466,4.632215,5.000953
3.481193,4.294001,3.990598,3.485686,4.8653,3.76739,4.530899,4.901301
3.444923,4.302489,4.065386,3.471296,4.888124,3.782096,4.531663,4.933543
3.523132,4.308434,4.085687,3.48005,4.934856,3.817289,4.462103,4.975869
3.517263,4.285611,4.241382,3.456402,4.951073,3.873664,4.538452,4.991488
3.52898,4.253382,4.087795,3.427301,4.956777,3.755203,4.443387,4.993489
3.549915,4.272687,4.126264,3.453087,4.929356,3.771328,4.287213,4.968399
3.514203,4.321727,4.059128,3.495064,4.881835,3.783608,4.42655,4.922222
3.538215,4.287834,4.126348,3.464085,4.943791,3.830463,4.409971,4.983531
3.521179,4.28324,4.10647,3.445596,4.884214,3.764037,4.310896,4.922133
3.588815,4.287601,4.026679,3.46345,4.966074,3.748281,4.568288,5.012181
3.552584,4.273991,4.099621,3.452257,4.930457,3.818265,4.46524,4.969579
3.632262,4.318696,4.05011,3.497191,5.010491,3.803321,4.411685,5.050905
3.543392,4.317804,4.072689,3.496158,4.953278,3.893131,4.331096,4.994714
3.522074,4.268191,4.16719,3.42153,4.896713,3.784821,4.457108,4.932096
3.531928,4.325147,4.120485,3.495035,4.935479,3.719201,4.560575,4.982349
3.566914,4.289236,4.16625,3.44676,4.961047,3.698131,4.485417,4.996977
3.513681,4.242017,4.06346,3.421562,4.89989,3.732598,4.405389,4.938252
3.587504,4.243901,3.89939,3.415204,4.949158,3.760722,4.510712,4.987329
3.517144,4.266581,4.182792,3.439013,4.867242,3.742229,4.580136,4.91151
3.490406,4.270183,4.016199,3.439239,4.865308,3.78841,4.51666,4.902875
3.520466,4.228655,4.013477,3.39787,4.910161,3.826961,4.562648,4.943376
3.573684,4.271571,4.021312,3.454057,4.963969,3.73262,4.420345,5.005826
3.545251,4.314562,4.122055,3.523467,4.906599,3.747462,4.363704,4.94837
3.520511,4.238636,4.151755,3.448177,4.905167,3.789471,4.574673,4.944601
3.618132,4.293895,4.060671,3.501873,4.975159,3.773059,4.367345,5.011222
3.51712,4.24618,4.104567,3.439889,4.888697,3.821066,4.392243,4.932654
3.528412,4.289719,4.144387,3.488297,4.897686,3.793952,4.436695,4.940304
3.51376,4.292048,3.96737,3.488034,4.891031,3.768553,4.480277,4.935664
3.557371,4.250531,4.093958,3.432695,4.944231,3.785224,4.486111,4.995363
3.570373,4.233058,3.974452,3.420763,4.922581,3.721321,4.271093,4.967661
3.541192,4.241091,4.099199,3.44206,4.919837,3.773169,4.532275,4.96602
3.51366,4.243589,4.042103,3.446365,4.893509,3.767256,4.556372,4.940714
3.551496,4.240868,4.110933,3.424334,4.929712,3.765206,4.388572,4.973461
3.486019,4.303679,4.115841,3.487365,4.88822,3.726756,4.440894,4.924903
3.495405,4.300092,3.978178,3.479693,4.866122,3.855905,4.293682,4.910229
3.525237,4.289875,4.043826,3.480851,4.876683,3.742076,4.517302,4.922759
3.501764,4.270443,4.112717,3.443428,4.863838,3.859558,4.231653,4.903536
3.547221,4.232373,4.06179,3.417238,4.905343,3.686132,4.371748,4.950796
3.590236,4.285815,4.10986,3.449338,4.977834,3.695474,4.379416,5.020116
3.556793,4.27138,4.009264,3.446401,4.931245,3.753964,4.476441,4.969028
3.60653,4.254479,4.058352,3.420614,4.94521,3.813055,4.489344,4.983093
3.469117,4.203829,3.938381,3.381573,4.843194,3.686966,4.386345,4.888349
3.521466,4.240971,4.114713,3.408685,4.898052,3.6578,4.329598,4.938272
3.545892,4.258236,4.019155,3.439562,4.892102,3.719562,4.479968,4.93676
3.528393,4.247183,4.094402,3.44681,4.91555,3.777614,4.450197,4.961709
3.479759,4.278159,3.996295,3.471621,4.833116,3.747541,4.451143,4.874728
3.500713,4.219166,3.965342,3.401565,4.895601,3.819478,4.245053,4.945651
3.500801,4.267365,3.87628,3.460403,4.896378,3.677117,4.466032,4.941718
3.53806,4.269121,3.933839,3.465487,4.899331,3.729433,4.373017,4.938954
3.538227,4.236079,3.974751,3.433689,4.911203,3.677122,4.181179,4.956676
3.575137,4.254356,4.020012,3.442407,4.895935,3.714174,4.232661,4.937454
3.557818,4.213923,4.012821,3.407616,4.914704,3.751949,4.448022,4.956817
3.504493,4.251121,3.922504,3.444527,4.828521,3.716697,4.405476,4.873271
3.507545,4.267634,4.018385,3.465056,4.880921,3.764758,4.421797,4.920316
3.540923,4.223906,3.929098,3.414399,4.897162,3.768053,4.300619,4.942029
3.464155,4.191855,4.114272,3.366487,4.828043,3.730072,4.267905,4.868567
3.518067,4.230389,3.98307,3.403282,4.92662,3.667406,4.299505,4.973021
3.440254,4.236433,4.06093,3.406303,4.808548,3.701118,4.456528,4.850013
3.51769,4.183335,4.156035,3.332758,4.899493,3.668903,4.186706,4.946332
3.516868,4.167594,4.161812,3.333653,4.884165,3.769144,4.253201,4.935672
3.454461,4.236222,3.995252,3.405345,4.825268,3.721233,4.448586,4.876078
3.43883,4.228705,4.06628,3.411382,4.833186,3.755176,4.440094,4.880878
3.509067,4.228349,3.983791,3.426259,4.90969,3.694042,4.504869,4.960063
3.477592,4.17702,4.06,3.377149,4.854208,3.804828,4.433756,4.901932
3.492806,4.165016,3.960428,3.370811,4.843451,3.667264,4.508333,4.889602
3.507745,4.222735,3.927996,3.450198,4.913808,3.682414,4.275058,4.957545
3.546713,4.164653,4.086154,3.369281,4.900791,3.781446,4.477563,4.939944
3.42604,4.229287,4.09956,3.436321,4.84807,3.725926,4.396488,4.897964
3.528435,4.177855,4.006664,3.373306,4.838904,3.698502,4.256001,4.88702
3.50028,4.234909,4.004822,3.440944,4.85507,3.794433,4.22192,4.896388
3.484608,4.22459,4.031112,3.413993,4.859511,3.803585,4.437296,4.90693
3.427156,4.225039,3.982377,3.416886,4.821305,3.754417,4.361378,4.870349
3.458975,4.219718,4.017981,3.423809,4.800998,3.789177,4.408778,4.847453
3.492922,4.192698,4.012846,3.368259,4.848568,3.819322,4.13818,4.898974
3.539239,4.192771,4.034112,3.389122,4.886462,3.765206,4.315423,4.931037
3.474825,4.137659,4.101035,3.310097,4.817399,3.695167,4.522666,4.869398
3.508368,4.219484,3.921197,3.409245,4.896136,3.675497,4.374133,4.946843
3.505145,4.192615,4.090961,3.376441,4.838622,3.669322,4.395468,4.891514
3.441005,4.189058,4.050272,3.373443,4.800352,3.648743,4.288218,4.850853
3.400337,4.186497,4.044936,3.36717,4.820153,3.76645,4.226743,4.86439
3.521236,4.191699,3.92364,3.383679,4.88999,3.594941,4.379761,4.934902
3.47116,4.187205,3.889904,3.362047,4.852142,3.68084,4.317017,4.898648
3.46353,4.188385,3.986365,3.367194,4.833368,3.767607,4.266051,4.87996
3.457151,4.219351,3.999986,3.407614,4.833179,3.731565,4.492991,4.88739
3.494631,4.222102,4.000743,3.404724,4.867113,3.756366,4.362671,4.911534
3.480388,4.215683,4.007872,3.394181,4.822676,3.739345,4.319721,4.873598
3.408893,4.163256,3.999616,3.343193,4.796434,3.708323,4.310359,4.843602
3.463735,4.186842,4.102193,3.360752,4.81131,3.788428,4.386514,4.856538
3.428225,4.164775,4.06101,3.371734,4.830825,3.684106,4.412122,4.882557
3.476921,4.212726,4.053786,3.399994,4.866486,3.730669,4.193851,4.924662
3.418487,4.208235,4.090086,3.396188,4.790391,3.747278,4.300554,4.841887
3.496507,4.21163,3.928905,3.401012,4.81552,3.700525,4.360378,4.862274
3.46563,4.203871,3.966459,3.394849,4.837771,3.611112,4.467027,4.885509
3.456503,4.153341,3.948243,3.3485,4.836219,3.661613,4.344184,4.888536
3.409815,4.140713,3.922452,3.326515,4.814087,3.758892,4.469133,4.879401
3.447536,4.132234,4.040917,3.325052,4.802204,3.70233,4.272292,4.847638
3.413778,4.169655,4.048755,3.357718,4.774397,3.700994,4.189612,4.829746
3.45034,4.159441,3.978544,3.354786,4.82285,3.744204,4.21561,4.876085
3.421894,4.220892,4.089939,3.398265,4.812737,3.724181,4.360801,4.864861
3.424577,4.157468,3.992984,3.342584,4.785574,3.612078,4.205783,4.83615
3.393395,4.194276,3.989378,3.369348,4.791874,3.700941,4.514959,4.842055
3.46119,4.188074,3.949516,3.379595,4.836832,3.673855,4.363952,4.886513
3.466421,4.188387,3.889873,3.370695,4.814297,3.619874,4.270233,4.869918
3.442407,4.122972,4.09714,3.328633,4.805002,3.641304,4.372686,4.860144
3.455917,4.182751,3.924824,3.395599,4.755634,3.781183,4.24859,4.804533
3.475781,4.164856,3.983488,3.355466,4.804584,3.712131,4.24017,4.85657
3.456876,4.214659,4.126944,3.401224,4.799832,3.729069,4.363608,4.853429
3.435324,4.152285,3.908447,3.348731,4.792108,3.721197,4.436493,4.845081
3.442536,4.182352,3.958236,3.378096,4.828342,3.611787,4.342945,4.875408
3.46814,4.112804,3.9355,3.309247,4.841269,3.711442,4.224242,4.894332
3.498845,4.137434,3.862297,3.338814,4.808412,3.628535,4.206479,4.854181
3.467497,4.187178,3.951998,3.387926,4.798494,3.674824,4.478791,4.841739
3.476767,4.144947,3.851839,3.348661,4.853057,3.602165,4.217204,4.901289
3.50802,4.130571,3.932711,3.333388,4.841101,3.740577,4.090624,4.892926
3.450549,4.111742,4.125573,3.312537,4.76803,3.655156,4.202113,4.819232
3.456793,4.145537,3.829725,3.350143,4.784883,3.677257,4.32467,4.827868
3.451842,4.148491,3.877764,3.337972,4.788241,3.677387,4.331589,4.838509
3.498959,4.18748,4.079298,3.373915,4.805154,3.67634,4.184595,4.850535
3.453295,4.161938,3.924531,3.358505,4.795609,3.636935,4.299211,4.838462
3.491899,4.163911,3.979908,3.345208,4.795744,3.709397,4.348902,4.842827
3.453242,4.161174,3.832142,3.355991,4.771665,3.720357,4.181207,4.822573
3.453678,4.169216,3.921779,3.361485,4.80143,3.578839,4.274861,4.846343
3.448277,4.178112,3.929294,3.373751,4.812264,3.731978,4.347836,4.861012
3.449983,4.157844,3.897905,3.35191,4.788033,3.685708,4.363891,4.838836
3.483311,4.141452,3.878351,3.337725,4.780883,3.666144,4.2691,4.822705
3.405823,4.127599,3.973304,3.324181,4.770985,3.749984,4.304376,4.819645
3.499104,4.121865,3.879689,3.312387,4.821659,3.662826,4.331337,4.870001
3.415791,4.148875,3.899436,3.340886,4.770595,3.590732,4.319354,4.822075
3.46453,4.138648,4.01078,3.354859,4.785563,3.63187,4.205713,4.828578
3.330453,4.17392,3.963122,3.382476,4.67068,3.719433,4.211748,4.725581
3.393064,4.171981,3.986335,3.363372,4.741178,3.646877,4.279914,4.794282
3.500254,4.174909,3.988313,3.3754,4.823392,3.698695,4.138365,4.873488
3.486692,4.126207,3.893528,3.333905,4.798213,3.644178,4.151549,4.840493
3.436463,4.099508,4.016343,3.32225,4.774972,3.571499,4.266364,4.829562
3.399885,4.136061,3.909821,3.344637,4.750896,3.611063,4.216865,4.803541
3.449185,4.155978,3.947432,3.386166,4.762778,3.641747,4.331659,4.805009
3.366915,4.121764,3.898786,3.353004,4.746809,3.678154,4.291145,4.799419
3.373518,4.110492,3.93773,3.336549,4.728445,3.435997,4.103542,4.774771
3.452904,4.123639,4.010201,3.35148,4.763878,3.603157,4.260771,4.811782
3.456563,4.144606,3.841433,3.367479,4.764905,3.741078,4.278461,4.810063
3.379994,4.144038,3.933234,3.379241,4.715745,3.692747,4.156715,4.761399
3.452611,4.065397,4.001416,3.292981,4.726527,3.623547,4.137404,4.76895
3.428662,4.089633,4.024375,3.325918,4.743618,3.729138,4.324765,4.793185
3.508154,4.099554,3.887323,3.32778,4.829778,3.58143,4.295692,4.88016
3.390681,4.090594,3.868294,3.330369,4.686827,3.661743,4.311465,4.733621
3.437429,4.169446,3.883113,3.416185,4.773869,3.616168,4.17984,4.824686
3.400342,4.134241,3.7978,3.364059,4.730498,3.730232,4.357649,4.783511
3.429517,4.144945,4.017201,3.374377,4.742331,3.643151,4.301567,4.790921
3.382946,4.097459,3.955507,3.319519,4.722514,3.645064,4.206093,4.771734
3.436911,4.095077,3.908606,3.325451,4.730066,3.681729,4.282867,4.782256
3.462987,4.121867,3.982179,3.352907,4.762043,3.717329,4.28288,4.814503
3.484307,4.145222,3.863972,3.363804,4.748932,3.69613,4.27605,4.791793
3.432483,4.085341,3.728702,3.303247,4.706948,3.600408,4.314937,4.750827
3.453852,4.135044,3.880686,3.349439,4.740689,3.649581,4.160666,4.788616
3.450447,4.128718,3.917392,3.338647,4.741024,3.693974,4.338606,4.791392
3.467659,4.12462,3.925287,3.344104,4.736838,3.654221,4.124587,4.783498
3.524541,4.100543,3.985383,3.310214,4.783834,3.704525,4.193101,4.82788
3.453399,4.110073,3.914868,3.319674,4.726809,3.712418,4.345354,4.759149
3.433574,4.08097,3.894322,3.283863,4.769546,3.693507,4.158912,4.820148
3.408355,4.076285,4.0293,3.286992,4.698753,3.570629,4.121688,4.745801
3.502427,4.13595,3.781268,3.346379,4.806677,3.582441,4.24986,4.852634
3.399141,4.100465,3.879814,3.310554,4.697061,3.689985,4.314863,4.741281
3.365096,4.087218,3.98867,3.289337,4.656017,3.69809,4.119493,4.705227
3.474126,4.11229,3.941664,3.314543,4.769575,3.669839,4.380894,4.816621
3.372977,4.103518,3.824413,3.308393,4.721209,3.695716,4.229286,4.77587
3.501266,4.13652,3.801569,3.341439,4.758628,3.608388,4.134082,4.8049
3.474379,4.089122,3.93251,3.302352,4.760254,3.586622,4.351269,4.80844
3.393486,4.124804,3.851487,3.343395,4.686431,3.617016,4.3675,4.73373
3.435616,4.11013,3.948145,3.31161,4.707197,3.561651,4.151863,4.755751
3.379561,4.09713,4.034514,3.288384,4.719181,3.708807,4.159473,4.769959
3.382129,4.094395,3.816129,3.316653,4.699887,3.55998,4.194807,4.751272
3.403858,4.060937,3.854893,3.27834,4.70948,3.592499,4.162143,4.760941
3.443437,4.088626,3.989402,3.322902,4.774153,3.680887,4.071428,4.817781
3.385014,4.072204,3.862552,3.287629,4.686597,3.560683,4.295023,4.737851
3.425714,4.109269,3.757991,3.327231,4.732001,3.580746,4.229491,4.779121
3.431575,4.073241,3.874392,3.300512,4.734252,3.668511,3.951164,4.780726
3.349618,4.10444,3.942982,3.322326,4.668595,3.671799,4.283855,4.723617
3.40104,4.123931,3.922882,3.33884,4.714094,3.6916,4.029929,4.759195
3.415438,4.094923,3.798947,3.311052,4.715455,3.715487,4.243189,4.762891
3.389852,4.070588,3.869744,3.288771,4.695824,3.637368,4.335756,4.746054
3.331679,4.051587,3.982409,3.254596,4.651971,3.632165,4.166245,4.701396
3.361991,4.119743,3.730258,3.327236,4.675546,3.534967,4.208576,4.724516
3.387889,4.12448,3.713933,3.317484,4.717813,3.569168,4.099441,4.767117
3.429545,4.062914,3.839763,3.265051,4.700369,3.585752,4.18375,4.742798
3.381917,4.091667,3.826622,3.305336,4.675735,3.542149,4.250937,4.729945
3.415905,4.054697,3.756202,3.282358,4.69638,3.615481,4.272583,4.74386
3.384656,4.015619,3.991395,3.238672,4.666342,3.605443,4.158448,4.7159
3.362497,4.078276,3.898411,3.290088,4.649568,3.667635,4.094582,4.691652
3.40078,4.044717,4.01207,3.258986,4.669328,3.591393,3.981635,4.715755
3.404653,4.100887,3.821856,3.31383,4.694271,3.636935,4.03715,4.742712
3.353146,4.086745,3.912947,3.299728,4.656163,3.688275,4.071815,4.705026
3.389763,4.034451,3.938174,3.252209,4.694928,3.645669,4.13356,4.744674
3.345962,4.08117,3.823647,3.28966,4.656907,3.552674,4.183865,4.705487
3.330733,4.104808,3.892962,3.330366,4.664404,3.441886,4.227885,4.718263
3.443227,4.116871,3.864954,3.329452,4.744996,3.556123,4.285126,4.799529
3.295847,4.061126,3.869871,3.275259,4.573322,3.677514,4.413698,4.625088
3.398253,4.087333,3.860447,3.310908,4.688745,3.639449,4.104518,4.739257
3.412253,4.097056,3.863677,3.327906,4.696772,3.605259,4.143523,4.750403
3.342512,4.018566,3.645726,3.236123,4.641291,3.647161,4.440048,4.681979
3.418959,4.079274,3.873023,3.28127,4.680473,3.643332,4.150703,4.727434
3.397576,4.081547,3.944623,3.306715,4.709196,3.625315,4.084116,4.75557
3.35096,4.037671,3.759614,3.242588,4.631598,3.629866,4.284152,4.671137
3.364649,4.052761,3.73504,3.270421,4.624629,3.614323,4.324257,4.674521
3.379623,4.053617,3.938058,3.270459,4.677022,3.649774,4.15295,4.727161
3.404532,4.073095,3.705049,3.296633,4.667638,3.57247,4.243402,4.714641
3.340965,4.059241,3.825595,3.28226,4.622356,3.6922,3.925301,4.671402
3.393689,4.089506,3.866739,3.308728,4.690842,3.444194,4.23546,4.73627
3.435107,4.055995,3.852643,3.26778,4.706732,3.650186,4.293143,4.747735
3.437415,4.087805,3.839259,3.316342,4.722304,3.565568,4.193898,4.768296
3.40502,4.045024,3.827098,3.271992,4.680625,3.554891,4.275912,4.728624
3.335557,4.026397,3.763306,3.261474,4.627266,3.486755,4.133678,4.671834
3.419147,4.040922,3.831475,3.253453,4.699571,3.616867,4.131304,4.744738
3.41252,4.046281,3.829165,3.251175,4.675909,3.679658,4.202667,4.724982
3.374722,4.078241,3.860412,3.293849,4.645891,3.559636,4.355961,4.693686
3.415536,4.003715,3.821472,3.233696,4.659406,3.596956,4.408565,4.70097
3.362507,4.083042,3.8145,3.302017,4.621927,3.597576,4.129843,4.668546
3.335235,4.087505,3.795208,3.308726,4.605612,3.630086,4.127964,4.650836
3.353505,4.074593,3.764032,3.304273,4.612003,3.56388,4.248974,4.657156
3.41022,4.038185,3.83096,3.272185,4.6799,3.551754,3.95545,4.730311
3.366442,4.069467,3.844524,3.303477,4.663893,3.5528,4.045483,4.710765
3.353691,4.064083,3.847943,3.309337,4.634697,3.60151,4.252779,4.683885
3.314978,4.039384,3.853161,3.277707,4.598194,3.559474,4.047326,4.643802
3.336758,4.087587,3.738897,3.334857,4.597368,3.50211,4.135757,4.643283
3.3454,4.07477,3.797866,3.329849,4.609721,3.57692,4.157829,4.661752
3.401491,4.044364,3.774437,3.298255,4.633202,3.501591,4.175217,4.677034
3.361484,4.093877,3.810616,3.334133,4.632113,3.604156,4.29714,4.678829
3.360143,4.044093,3.853009,3.287332,4.60815,3.574888,4.340983,4.657599
3.349918,4.046532,3.757851,3.288546,4.618349,3.634909,4.112881,4.665552
3.303972,4.032017,3.852616,3.274787,4.579216,3.513015,4.257574,4.616241
3.436661,4.070464,3.7624,3.308969,4.69901,3.596525,4.196151,4.74149
3.421921,4.089244,3.685989,3.327116,4.65711,3.547153,4.190397,4.70587
3.402814,4.024269,3.785431,3.250228,4.646337,3.643593,4.130838,4.691374
3.314357,4.069403,3.7943,3.311851,4.575511,3.52997,4.203178,4.630264
3.299854,4.065258,3.821341,3.289009,4.563368,3.539185,4.265213,4.613014
3.368877,4.031744,3.876717,3.264966,4.640066,3.706489,4.13424,4.68329
3.433991,3.998386,3.753613,3.224936,4.649185,3.61851,4.020887,4.69413
3.394035,4.073428,3.679787,3.314416,4.645226,3.591658,4.288941,4.697379
3.46299,4.092052,3.8072,3.325671,4.69098,3.634435,4.247341,4.735121
3.351774,4.068675,3.728873,3.285676,4.58037,3.668028,4.21647,4.625227
3.348725,4.036416,3.857705,3.250891,4.587879,3.608873,4.18213,4.635166
3.440822,4.06457,3.732689,3.28317,4.66013,3.617043,4.140881,4.707883
3.336538,4.047628,3.886945,3.265191,4.595584,3.521812,4.115775,4.645215
3.399776,4.047918,3.864624,3.275006,4.607462,3.549302,4.070308,4.658046
3.32737,3.997937,3.695699,3.229074,4.617593,3.579884,4.163942,4.663744
3.315176,4.003963,3.780371,3.220726,4.586689,3.53165,3.998091,4.63412
3.33684,4.006575,3.73462,3.2239,4.580971,3.52371,3.979709,4.631606
3.393702,4.043255,3.643335,3.268373,4.638487,3.513103,4.158809,4.686097
3.340013,4.034179,3.733843,3.241167,4.600466,3.554999,4.270165,4.649359
3.297022,4.02282,3.909046,3.247706,4.550368,3.568877,4.214019,4.601997
3.372883,4.046202,3.779263,3.267084,4.60535,3.661513,4.163065,4.649468
3.30761,3.987789,3.869113,3.212637,4.583242,3.602002,4.198525,4.634116
3.391896,4.015697,3.873305,3.238215,4.62396,3.581425,4.030168,4.673877
3.335301,3.993551,3.807502,3.213675,4.577723,3.549694,4.308604,4.620388
3.322041,3.983443,3.906513,3.192327,4.538432,3.561762,4.254408,4.589172
3.392033,4.087367,3.708348,3.309708,4.622674,3.519449,4.159216,4.669667
3.301627,4.030331,3.748154,3.247011,4.584149,3.585656,4.235408,4.632316
3.417315,3.995737,3.793702,3.226522,4.650248,3.604332,4.097055,4.692409
3.371049,4.024241,3.864268,3.246857,4.608771,3.526499,4.019574,4.658381
3.318194,4.04464,3.698734,3.265555,4.547561,3.537846,4.256744,4.592116
3.36094,3.979416,3.868498,3.219223,4.601463,3.470443,4.040114,4.638997
3.353005,4.00073,3.853116,3.232984,4.570355,3.519051,4.011797,4.611113
3.304089,4.027184,3.740629,3.268755,4.529018,3.50042,4.096751,4.573087
3.333757,4.040781,3.826447,3.269565,4.570789,3.565695,4.029722,4.620173
3.352432,4.010784,3.810974,3.24685,4.578623,3.637074,4.146543,4.620243
3.336121,4.023426,3.778028,3.24696,4.554079,3.537761,4.053296,4.602897
3.342356,4.029511,3.783396,3.252449,4.578371,3.557297,4.173159,4.623156
